attributes.Ambience.divey,attributes.Dietary Restrictions.vegan,attributes.Happy Hour,hours.Thursday.open,attributes.Order at Counter,attributes.Hair Types Specialized In.africanamerican,attributes.Hair Types Specialized In.kids,attributes.BYOB,hours.Friday.open,categories,latitude,attributes.Outdoor Seating,attributes.Alcohol,attributes.Ambience.classy,attributes.Payment Types.mastercard,attributes.Parking.lot,business_id,attributes.Ambience.touristy,attributes.Corkage,hours.Tuesday.open,attributes.Good For.brunch,attributes.Payment Types.amex,name,hours.Monday.open,attributes.Waiter Service,attributes.Parking.street,attributes.Ambience.hipster,attributes.BYOB/Corkage,attributes.Hair Types Specialized In.straightperms,attributes.Music.live,attributes.Dietary Restrictions.dairy-free,attributes.Music.background_music,attributes.Good For.dinner,attributes.Good For.breakfast,attributes.Parking.garage,attributes.Music.karaoke,attributes.Good For Dancing,review_count,attributes.Hair Types Specialized In.asian,state,attributes.Accepts Credit Cards,hours.Friday.close,attributes.Good For.lunch,attributes.Good For Kids,attributes.Parking.valet,attributes.Take-out,full_address,hours.Thursday.close,attributes.Hair Types Specialized In.coloring,attributes.Payment Types.cash_only,attributes.Good For.dessert,attributes.Music.video,attributes.Dietary Restrictions.halal,attributes.Takes Reservations,hours.Saturday.open,attributes.Ages Allowed,attributes.Ambience.trendy,attributes.Delivery,hours.Wednesday.close,attributes.Wi-Fi,open,city,attributes.Payment Types.discover,attributes.Wheelchair Accessible,attributes.Dietary Restrictions.gluten-free,stars,attributes.Payment Types.visa,type,attributes.Caters,attributes.Ambience.intimate,attributes.Music.playlist,attributes.Good For.latenight,attributes.Price Range,attributes.Coat Check,longitude,hours.Monday.close,attributes.Hair Types Specialized In.extensions,hours.Tuesday.close,hours.Saturday.close,attributes.Good for Kids,attributes.Parking.validated,hours.Sunday.open,attributes.Accepts Insurance,attributes.Music.dj,attributes.Dietary Restrictions.soy-free,attributes.Has TV,hours.Sunday.close,attributes.Ambience.casual,attributes.By Appointment Only,attributes.Dietary Restrictions.kosher,attributes.Dogs Allowed,attributes.Drive-Thru,attributes.Dietary Restrictions.vegetarian,hours.Wednesday.open,attributes.Noise Level,attributes.Smoking,attributes.Attire,attributes.Hair Types Specialized In.curly,attributes.Good For Groups,neighborhoods,attributes.Open 24 Hours,attributes.Ambience.romantic,attributes.Hair Types Specialized In.perms,attributes.Music.jukebox,attributes.Ambience.upscale
NA,NA,NA,NA,NA,NA,NA,NA,NA,"[u'Pizza', u'Restaurants']",40.385745,FALSE,NA,NA,NA,FALSE,uLnDFdn011hEroQQMLmxNQ,NA,NA,NA,NA,NA,The Pizza Company,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,5,NA,PA,NA,NA,NA,NA,FALSE,TRUE,"3502 Main St
Homestead, PA 15120",NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,TRUE,Homestead,NA,NA,NA,3,NA,business,NA,NA,NA,NA,1,NA,-79.9033649,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,loud,NA,casual,NA,TRUE,[],NA,NA,NA,NA,NA
NA,NA,NA,10:00,NA,NA,NA,NA,10:00,"[u'Fashion', u'Shopping', u'Shoe Stores']",40.4132798,NA,NA,NA,NA,TRUE,rdATJvFQK4C73NIQ3zoY3w,NA,NA,10:00,NA,NA,DSW Designer Shoe Warehouse,10:00,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,6,NA,PA,TRUE,21:00,NA,NA,FALSE,NA,"520 East Waterfront Drive
Homestead
Homestead, PA 15120",21:00,NA,NA,NA,NA,NA,NA,10:00,NA,NA,NA,21:00,NA,TRUE,Homestead,NA,NA,NA,4,NA,business,NA,NA,NA,NA,2,NA,-79.90727,21:00,NA,21:00,21:00,NA,FALSE,11:00,NA,NA,NA,NA,18:00,NA,NA,NA,NA,NA,NA,10:00,NA,NA,NA,NA,NA,[u'Homestead'],NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"[u'Department Stores', u'Fashion', u'Shopping']",40.4130804,NA,NA,NA,NA,TRUE,g10zmpUzmMJOOIjj_JJPvg,NA,NA,NA,NA,NA,Bed Bath & Beyond,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,6,NA,PA,TRUE,NA,NA,NA,FALSE,NA,"490 Waterfront Dr E
Homestead
Homestead, PA 15120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,Homestead,NA,NA,NA,3.5,NA,business,NA,NA,NA,NA,2,NA,-79.9080745,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[u'Homestead'],NA,NA,NA,NA,NA
FALSE,NA,NA,NA,NA,NA,NA,NA,NA,"[u'Breakfast & Brunch', u'American (New)', u'Restaurants']",40.4113236,FALSE,none,FALSE,NA,TRUE,eznh0XjVtv924K-KYx_ilQ,FALSE,NA,NA,FALSE,NA,Eat'n Park Restaurant,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,13,NA,PA,TRUE,NA,FALSE,NA,FALSE,TRUE,"245 Waterfront Dr E
Homestead
Homestead, PA 15120",NA,NA,NA,TRUE,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,no,TRUE,Homestead,NA,TRUE,NA,3,NA,business,TRUE,FALSE,NA,FALSE,1,NA,-79.9132525,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,TRUE,NA,TRUE,NA,NA,FALSE,NA,NA,NA,average,NA,casual,NA,TRUE,[u'Homestead'],NA,FALSE,NA,NA,FALSE
NA,NA,NA,9:30,NA,NA,NA,NA,9:30,"[u'Department Stores', u'Fashion', u'Shopping']",40.4135937,NA,NA,NA,NA,FALSE,LQFWH1AKJlXGmEBlIKsBCw,NA,NA,9:30,NA,NA,T.J. Maxx,9:30,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,5,NA,PA,TRUE,21:30,NA,NA,FALSE,NA,"580 Waterfront Dr E
Homestead
Homestead, PA 15120",21:30,NA,NA,NA,NA,NA,NA,9:30,NA,NA,NA,21:30,NA,TRUE,Homestead,NA,NA,NA,4,NA,business,NA,NA,NA,NA,2,NA,-79.906054,21:30,NA,21:30,21:30,NA,FALSE,11:00,NA,NA,NA,NA,20:00,NA,NA,NA,NA,NA,NA,9:30,NA,NA,NA,NA,NA,[u'Homestead'],NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"[u'Discount Store', u'Shopping']",40.4127917,NA,NA,NA,NA,FALSE,LO2CjrNL8DXkvm9uALgRjQ,NA,NA,NA,NA,NA,Marshalls Inc,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,6,NA,PA,TRUE,NA,NA,NA,FALSE,NA,"460 Waterfront Dr E
Homestead
Homestead, PA 15120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,Homestead,NA,NA,NA,3,NA,business,NA,NA,NA,NA,2,NA,-79.909169,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[u'Homestead'],NA,NA,NA,NA,NA
FALSE,NA,NA,11:30,NA,NA,NA,NA,11:30,"[u'Seafood', u'Restaurants']",40.40887838,TRUE,full_bar,FALSE,NA,TRUE,usSROUMiAgPcxV3Ym0OxMQ,FALSE,NA,11:30,FALSE,NA,Mitchell's Fish Market,11:30,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,73,NA,PA,TRUE,0:00,TRUE,NA,FALSE,TRUE,"185 W. Waterfront Drive
Homestead
Pittsburgh/Waterfront, PA 15120",23:00,NA,NA,FALSE,NA,NA,TRUE,11:30,NA,FALSE,FALSE,23:00,free,TRUE,Pittsburgh/Waterfront,NA,TRUE,NA,4,NA,business,FALSE,FALSE,NA,FALSE,3,NA,-79.91808943,23:00,NA,23:00,0:00,TRUE,FALSE,11:00,NA,NA,NA,TRUE,22:00,TRUE,NA,NA,NA,NA,NA,11:30,average,NA,casual,NA,TRUE,[u'Homestead'],NA,FALSE,NA,NA,FALSE
NA,NA,NA,NA,NA,NA,NA,NA,NA,"[u""Women's Clothing"", u""Men's Clothing"", u'Fashion', u'Shopping', u""Children's Clothing""]",40.412712,NA,NA,NA,NA,TRUE,qfL7ZFkxqDZOPIaVVfT3Aw,NA,NA,NA,NA,NA,Old Navy,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,6,NA,PA,TRUE,NA,NA,NA,FALSE,NA,"560 E Waterfront Dr
Homestead
Homestead, PA 15120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,Homestead,NA,NA,NA,3,NA,business,NA,NA,NA,NA,2,NA,-79.906061,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[u'Homestead'],NA,NA,NA,NA,NA
NA,NA,NA,9:00,NA,NA,NA,NA,9:00,"[u'Sporting Goods', u'Fashion', u'Shopping', u'Outdoor Gear', u'Sports Wear']",40.4138973,NA,NA,NA,NA,TRUE,GlYPVYSOVT7zn00Kk_Oz4g,NA,NA,9:00,NA,NA,Dick's Sporting Goods,9:00,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,4,NA,PA,TRUE,21:30,NA,NA,FALSE,NA,"The Waterfront
350 East Waterfront Drive
Homestead
Homestead, PA 15120",21:30,NA,NA,NA,NA,NA,NA,9:00,NA,NA,NA,21:30,NA,TRUE,Homestead,NA,TRUE,NA,2.5,NA,business,NA,NA,NA,NA,3,NA,-79.9075963,21:30,NA,21:30,21:30,NA,FALSE,10:00,NA,NA,NA,NA,19:00,NA,NA,NA,NA,NA,NA,9:00,NA,NA,NA,NA,NA,[u'Homestead'],NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"[u'Food', u'Grocery']",40.3736775,NA,NA,NA,NA,FALSE,WaHXyBwljbKNPmmJZn5j8Q,NA,NA,NA,NA,NA,Shop 'n Save,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,3,NA,PA,TRUE,NA,NA,NA,FALSE,NA,"1886 Homeville Rd
West Mifflin, PA 15122",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,West Mifflin,NA,NA,NA,3,NA,business,NA,NA,NA,NA,2,NA,-79.8737336,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"[u'Burgers', u'Fast Food', u'Restaurants']",40.3849854,NA,NA,NA,NA,NA,CL3tZqbYT7B5zgewKCS6-Q,NA,NA,NA,NA,NA,McDonald's,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,PA,FALSE,NA,NA,NA,NA,FALSE,"Kennywood & Hoffman
West Mifflin, PA 15122",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,TRUE,West Mifflin,NA,NA,NA,1,NA,business,NA,NA,NA,NA,NA,NA,-79.8626605,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,[],NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"[u'Pizza', u'Restaurants']",40.389192,NA,NA,NA,NA,FALSE,u22QDAON1kk0wjoTliyftw,NA,NA,NA,FALSE,NA,Latina Pizza,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,3,NA,PA,FALSE,NA,FALSE,NA,FALSE,TRUE,"4426 Kennywood Blvd
West Mifflin, PA 15122",NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,TRUE,West Mifflin,NA,NA,NA,4,NA,business,NA,NA,NA,FALSE,1,NA,-79.868305,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,casual,NA,TRUE,[],NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"[u'Sporting Goods', u'Bikes', u'Shopping']",40.3714868,NA,NA,NA,NA,TRUE,4ykgzzzGEWjMD5lwk1-l9A,NA,NA,NA,NA,NA,Big Bang Bicycles,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,12,NA,PA,TRUE,NA,NA,NA,FALSE,NA,"347 Lebanon Rd
West Mifflin, PA 15122",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,West Mifflin,NA,TRUE,NA,4.5,NA,business,NA,NA,NA,NA,3,NA,-79.9271583,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,NA
FALSE,NA,NA,NA,NA,NA,NA,NA,NA,"[u'Pizza', u'Restaurants']",40.3736775,FALSE,none,FALSE,NA,FALSE,53Yk2EODWnV9qHQECzeHVQ,FALSE,NA,NA,FALSE,NA,Bellisario Pizza Shop,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,5,NA,PA,NA,NA,FALSE,NA,FALSE,TRUE,"1842 Homeville Rd
West Mifflin, PA 15122",NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,TRUE,NA,no,TRUE,West Mifflin,NA,NA,NA,3.5,NA,business,NA,FALSE,NA,FALSE,1,NA,-79.8737336,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,quiet,NA,casual,NA,FALSE,[],NA,FALSE,NA,NA,FALSE
FALSE,NA,NA,NA,NA,NA,NA,NA,NA,"[u'Chinese', u'Restaurants']",40.3736775,FALSE,none,FALSE,NA,NA,iBZRphMDFcS2aMbawc1OvA,FALSE,NA,NA,FALSE,NA,Hunan Wok Chinese Restaurant,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,4,NA,PA,FALSE,NA,FALSE,NA,NA,TRUE,"1822 Homeville Rd
West Mifflin, PA 15122",NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,no,TRUE,West Mifflin,NA,NA,NA,5,NA,business,FALSE,FALSE,NA,FALSE,NA,NA,-79.8737336,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,quiet,NA,casual,NA,TRUE,[],NA,FALSE,NA,NA,FALSE
NA,NA,NA,NA,NA,NA,NA,NA,NA,"[u'Thrift Stores', u'Shopping']",40.3736775,NA,NA,NA,NA,NA,iwZqvirc-2e0t8lQEXBlvA,NA,NA,NA,NA,NA,American Thrift Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,3,NA,PA,FALSE,NA,NA,NA,NA,NA,"1806 Homeville Rd
West Mifflin, PA 15122",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,West Mifflin,NA,NA,NA,3,NA,business,NA,NA,NA,NA,4,NA,-79.8737336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,NA
NA,NA,NA,7:00,NA,NA,NA,NA,7:00,"[u'Bakeries', u'Food', u'Desserts']",40.35208,NA,NA,NA,NA,FALSE,hnHt6EinzC-IX6y3GSF7jw,NA,NA,7:00,NA,NA,Minerva Bakery,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,7,NA,PA,TRUE,16:30,NA,NA,FALSE,NA,"927 5th Ave
McKeesport, PA 15132",16:30,NA,NA,NA,NA,NA,NA,7:00,NA,NA,NA,16:30,NA,TRUE,McKeesport,NA,NA,NA,5,NA,business,NA,NA,NA,NA,2,NA,-79.854724,NA,NA,16:30,15:30,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7:00,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,NA
NA,NA,NA,11:00,NA,NA,NA,NA,11:00,"[u'Event Planning & Services', u'Caterers']",40.4687228,NA,NA,NA,NA,NA,LiMXTPwanF3LkkKHklFCjw,NA,NA,11:00,NA,NA,Pierogies Plus,11:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,PA,TRUE,19:00,NA,NA,NA,NA,"342 Island Ave
Mc Kees Rocks, PA 15136",19:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19:00,NA,TRUE,Mc Kees Rocks,NA,NA,NA,4.5,NA,business,NA,NA,NA,NA,NA,NA,-80.0600626,18:00,NA,19:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11:00,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,NA
NA,NA,NA,6:00,NA,NA,NA,NA,6:00,"[u'Breakfast & Brunch', u'Restaurants']",40.472505,FALSE,none,NA,NA,TRUE,r8BwdblCW-ZUES37BL0khw,NA,NA,6:00,NA,NA,Marge's Place,6:00,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,10,NA,PA,TRUE,14:00,NA,NA,FALSE,TRUE,"719 Broadway Ave
McKees Rocks, PA 15136",14:00,NA,NA,NA,NA,NA,FALSE,7:00,NA,NA,NA,14:00,free,TRUE,McKees Rocks,NA,NA,NA,4.5,NA,business,TRUE,NA,NA,NA,1,NA,-80.074153,14:00,NA,14:00,14:00,TRUE,FALSE,7:00,NA,NA,NA,FALSE,14:00,NA,NA,NA,FALSE,NA,NA,6:00,average,NA,casual,NA,TRUE,[],NA,NA,NA,NA,NA
NA,NA,NA,12:00,NA,NA,NA,NA,12:00,"[u'Tattoo', u'Piercing', u'Beauty & Spas']",40.472851,NA,NA,NA,NA,FALSE,bN3jIkPqbqroQJteJsC2uw,NA,NA,12:00,NA,NA,Island Avenue Tattoo,12:00,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,3,NA,PA,TRUE,20:00,NA,NA,FALSE,NA,"715 Island Ave
Mc Kees Rocks, PA 15136",20:00,NA,NA,NA,NA,NA,NA,12:00,NA,NA,NA,20:00,NA,TRUE,Mc Kees Rocks,NA,TRUE,NA,4,NA,business,NA,NA,NA,NA,2,NA,-80.062334,20:00,NA,20:00,20:00,NA,FALSE,12:00,NA,NA,NA,NA,18:00,NA,FALSE,NA,NA,NA,NA,12:00,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"[u'Bars', u'American (Traditional)', u'Burgers', u'Nightlife', u'Sports Bars', u'Restaurants']",40.46562,FALSE,full_bar,NA,NA,FALSE,OZfpG8tDCcIEq8pzgZdyKw,NA,NA,NA,FALSE,NA,Applebee's,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,5,NA,PA,TRUE,NA,FALSE,NA,FALSE,TRUE,"6570 Rt 60 Steubenville Pike
McKees Rocks, PA 15136",NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,TRUE,McKees Rocks,NA,TRUE,NA,3,NA,business,NA,NA,NA,FALSE,2,NA,-80.0656106,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,casual,NA,TRUE,[],NA,NA,NA,NA,NA
NA,NA,NA,9:00,NA,NA,NA,NA,9:00,"[u'Flowers & Gifts', u'Shopping', u'Florists']",40.4285874,NA,NA,NA,NA,FALSE,imM-x_nAxVtYGVFJJ4FS3Q,NA,NA,9:00,NA,NA,Cindy Esser's Floral Shop,9:00,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,3,NA,PA,TRUE,17:00,NA,NA,FALSE,NA,"1122 E Carson St
South Side
Pittsburgh, PA 15203",17:00,NA,NA,NA,NA,NA,NA,9:00,NA,NA,NA,17:00,NA,TRUE,Pittsburgh,NA,NA,NA,3,NA,business,NA,NA,NA,NA,2,NA,-79.9865459,17:00,NA,17:00,14:00,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9:00,NA,NA,NA,NA,NA,[u'South Side'],NA,NA,NA,NA,NA
FALSE,NA,NA,NA,NA,NA,NA,NA,NA,"[u'Pizza', u'Restaurants']",40.494301,FALSE,none,FALSE,NA,TRUE,T49ZvBa6mD4xHSmjHe-ArA,FALSE,NA,NA,FALSE,NA,R & B's Pizza Place,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,9,NA,PA,TRUE,NA,FALSE,NA,FALSE,TRUE,"421 Lincoln Ave
Bellevue
Bellvue, PA 15202",NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,TRUE,NA,no,TRUE,Bellvue,NA,TRUE,NA,4,NA,business,NA,FALSE,NA,FALSE,1,NA,-80.0533931,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,average,NA,casual,NA,FALSE,[u'Bellevue'],NA,FALSE,NA,NA,FALSE
FALSE,NA,NA,NA,NA,NA,NA,NA,NA,"[u'Pizza', u'Restaurants']",40.495887,FALSE,none,FALSE,NA,FALSE,eOv0Dbq2E8sd0CKMAqTImw,FALSE,NA,NA,FALSE,NA,Luigi's Pizzeria,NA,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,15,NA,PA,TRUE,NA,FALSE,NA,FALSE,TRUE,"531 Lincoln Ave
Bellevue
Bellevue, PA 15202",NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,TRUE,Bellevue,NA,NA,NA,4,NA,business,NA,FALSE,NA,FALSE,2,NA,-80.056877,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,quiet,NA,casual,NA,TRUE,[u'Bellevue'],NA,FALSE,NA,NA,FALSE
NA,NA,NA,NA,NA,NA,NA,NA,NA,"[u'Burgers', u'Fast Food', u'Restaurants']",40.492067,NA,NA,NA,NA,FALSE,_jsJFrAmFVPRio0eEVExbA,NA,NA,NA,FALSE,NA,McDonald's,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,4,NA,PA,NA,NA,FALSE,NA,FALSE,NA,"4557 Ohio River Blvd
Bellevue
Pittsburgh, PA 15202",NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,Pittsburgh,NA,NA,NA,2.5,NA,business,NA,NA,NA,FALSE,NA,NA,-80.06235,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[u'Bellevue'],NA,NA,NA,NA,NA
FALSE,NA,NA,NA,NA,NA,NA,NA,NA,"[u'Chinese', u'Restaurants']",40.4970698,FALSE,none,FALSE,NA,FALSE,Lml0-yTNsMYsP9IrSMxw9A,FALSE,NA,NA,FALSE,NA,China Sea Chinese Restaurant,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,6,NA,PA,TRUE,NA,FALSE,NA,FALSE,TRUE,"610 Lincoln Ave
Bellevue
Bellevue, PA 15202",NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,TRUE,NA,no,TRUE,Bellevue,NA,NA,NA,2.5,NA,business,FALSE,FALSE,NA,FALSE,1,NA,-80.0586009,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,quiet,NA,casual,NA,TRUE,[u'Bellevue'],NA,FALSE,NA,NA,FALSE
NA,NA,NA,NA,NA,NA,NA,NA,NA,"[u'Hotels & Travel', u'Event Planning & Services', u'Hotels']",40.499398,NA,NA,NA,NA,NA,dEuJ4A6v1lUDKF8wWwxy_w,NA,NA,NA,NA,NA,Avalon Motel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,PA,TRUE,NA,NA,NA,NA,NA,"512 Ohio River Blvd
Avalon
Pittsburgh, PA 15202",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,TRUE,Pittsburgh,NA,NA,NA,1.5,NA,business,NA,NA,NA,NA,1,NA,-80.07249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[u'Avalon'],NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"[u'Beauty & Spas', u'Nail Salons']",40.497444,NA,NA,NA,NA,FALSE,jTAKV9zLlAjouAKh4Wd7Yg,NA,NA,NA,NA,NA,Star Nails,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,4,NA,PA,TRUE,NA,NA,NA,FALSE,NA,"616 Lincoln Ave Ste 7
Bellevue
Bellevue, PA 15202",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,Bellevue,NA,NA,NA,3,NA,business,NA,NA,NA,NA,2,NA,-80.058655,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[u'Bellevue'],NA,NA,NA,NA,NA
NA,NA,NA,17:30,NA,NA,NA,NA,17:30,"[u'Restaurants', u'Italian']",40.496371,FALSE,none,NA,NA,FALSE,QVZBd_eu0oJ4IN0md2XPTQ,NA,NA,NA,FALSE,NA,Vivo,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,3,NA,PA,TRUE,21:30,FALSE,NA,FALSE,FALSE,"565 Lincoln Ave
Bellevue
Bellevue, PA 15202",21:30,NA,NA,FALSE,NA,NA,TRUE,17:30,NA,NA,FALSE,21:30,NA,FALSE,Bellevue,NA,TRUE,NA,5,NA,business,NA,NA,NA,FALSE,4,NA,-80.057905,NA,NA,NA,21:30,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17:30,NA,NA,dressy,NA,TRUE,[u'Bellevue'],NA,NA,NA,NA,NA
